scenario,seed,gap_s,config_hash,derived_input_sha256,reconciliation_outcome,pre_gap_final_id,post_gap_final_id,post_gap_majority_target,number_of_segments,number_of_gtm_candidates,number_of_gtm_assignments,number_of_reconciliations,number_of_reconstructed_epochs,recon_num_samples,recon_mean_position_error_m,recon_max_position_error_m
gap_horizon_2uav_crossing,5007,6.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,9753b052a99747ea916f80954462e7901d2c71f20544eb52611b368e8bd3df41,FALSE_RECONCILIATION,15,2,uav_2,41,1681,33,33,262,6,4.647279018179797,5.125821695099548
gap_horizon_2uav_crossing,5007,7.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,3507a071e7d92875a689051ee7aef94d5b0bc5764b0a0c7f4e8654c87d315148,FALSE_RECONCILIATION,15,2,uav_2,40,1600,31,31,242,,,
gap_horizon_2uav_crossing,5007,8.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,f7bf6d3a7d748d2ae99c1bac8fa494553fc8212c90931b749cde071d9f286b03,FALSE_RECONCILIATION,15,2,uav_2,40,1600,31,31,242,,,
gap_horizon_2uav_crossing,5007,9.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,38da7ac3794ece43b45c18fe247bdc9220ef6ed5814dcd9e601e9a080ec06cf8,FALSE_RECONCILIATION,15,2,uav_2,40,1600,31,31,242,,,
gap_horizon_2uav_crossing,5008,10.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,0c12f8f18a50cf0c49c776f1832c63d1fc1b82994005880726edf52e3b0a0b5f,FALSE_RECONCILIATION,9,1,uav_2,32,1024,20,20,210,9,2.772412870689238,4.213251401389777
gap_horizon_2uav_crossing,5008,11.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,354e2c62942e5db2eb44f773a893428fad4f617b538c3076cae7cbadf2e1f7b9,FALSE_RECONCILIATION,9,1,uav_2,32,1024,20,20,211,10,2.568744753871168,4.023996385961385
gap_horizon_2uav_crossing,5008,12.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,513b0e3e9a2cbbb2120cfdcae1a0e2f609fa014f88ab66569eb099de7972faee,FALSE_RECONCILIATION,9,1,uav_2,32,1024,20,20,207,11,9.85766062364054,15.188974421973324
gap_horizon_2uav_crossing,5008,13.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,bb5b8bea16fb9eef2ddbe4535a88e4136178264be7faccf381eb3b58f90b460b,FALSE_RECONCILIATION,9,1,uav_2,32,1024,20,20,213,13,3.1707110616705423,4.180638725397897
gap_horizon_2uav_crossing,5008,14.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,9646b127c38c43cc5a89ab58fc7ddfa00565a9debad9d8cb2615b53fc66b8706,FALSE_RECONCILIATION,9,1,uav_2,32,1024,20,20,214,13,4.701034023287871,5.667350481297233
gap_horizon_2uav_crossing,5008,15.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,05b713b1df51f50d04c9a64cf954c096919d314b6a6ac484002e6a2a6c1d1209,FALSE_RECONCILIATION,9,1,uav_2,32,1024,20,20,211,14,14.715710242733872,23.281089060889748
gap_horizon_2uav_crossing,5008,16.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,0ca25d2fe30fda106244165662cacc1614ddb806eb5a71d84f3fb95885397151,FALSE_RECONCILIATION,9,1,uav_2,33,1089,22,22,233,15,15.298776662330104,25.152380444580828
gap_horizon_2uav_crossing,5008,17.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,8421981828e86389b7263e334ebf1cc7b3eabd1c6badc6233e11da55c6e00d9b,FALSE_RECONCILIATION,9,1,uav_2,33,1089,22,22,238,16,13.700849337419712,22.159722299964113
gap_horizon_2uav_crossing,5008,18.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,b81211aae646ba521eae73cac8cf1540e9634ec36953244eaad9547f25304333,FALSE_RECONCILIATION,9,1,uav_2,33,1089,22,22,235,17,16.954761507834913,27.90930687048847
gap_horizon_2uav_crossing,5008,19.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,43989a23587e6499abe6c9922e5ba82ee244d2050dda936a9fb0a57a25a1705a,FALSE_RECONCILIATION,9,1,uav_2,33,1089,22,22,236,18,21.236043063444114,31.872216085823432
gap_horizon_2uav_crossing,5008,1.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,ca61db2a93191f8f43abb1d8e03c7eef579299940e8b3f3f9c504aef7ec08198,FALSE_RECONCILIATION,9,1,uav_2,33,1089,22,22,228,,,
gap_horizon_2uav_crossing,5008,20.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,70700d4ffd974fcb94f1768f666068e2cd41bac46e39d9b09410d146757021e1,FALSE_RECONCILIATION,9,1,uav_2,33,1089,21,21,217,,,
gap_horizon_2uav_crossing,5008,21.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,b30c2636d0ecdc34b2b697d39767dee257f279f690d27487b4f4778fa84dd813,FALSE_RECONCILIATION,9,1,uav_2,33,1089,21,21,217,,,
gap_horizon_2uav_crossing,5008,22.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,2e37ab5b03962fb9d9e6fe9ed850a7fe171ae6dc3463763a79216e7d5622c8fe,FALSE_RECONCILIATION,9,1,uav_2,32,1024,20,20,203,,,
gap_horizon_2uav_crossing,5008,23.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,949c0abcfc9ccb1bf8c3b578514b90a2e895df537d9401d7236e40b80d76ab34,FALSE_RECONCILIATION,9,1,uav_2,32,1024,20,20,203,,,
gap_horizon_2uav_crossing,5008,24.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,6cd2771031c7f4c313b7d67b9a316a1aabc1989f7b06e8bcf9bbda63372acf09,FALSE_RECONCILIATION,9,1,uav_2,32,1024,20,20,203,,,
gap_horizon_2uav_crossing,5008,2.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,1bacc6c184ca5486f4194a5899e613fd665c7bbf79000f5ebfadc3e53b8f0d35,FALSE_RECONCILIATION,9,1,uav_2,33,1089,22,22,229,1,2.3872119327868897,2.3872119327868897
gap_horizon_2uav_crossing,5008,3.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,dbf354eeb93d70e7e0a66a3a876ad83d2bda79d4787ceb2fd5a524d837e5c4a3,FALSE_RECONCILIATION,8,1,uav_2,33,1089,22,22,231,2,3.4879739412075326,3.589860554219507
gap_horizon_2uav_crossing,5008,4.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,09123feb4ae8e3e31262e2e6515415cafd3ddeb6bebfe9f19cdc59ad335b8c28,FALSE_RECONCILIATION,9,1,uav_2,32,1024,20,20,206,4,1.25063133036973,1.8332043880401678
gap_horizon_2uav_crossing,5008,5.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,1851809e30f66e9acd88d4f781fa2f2fc20e595c8b3e670364b928f05169c525,FALSE_RECONCILIATION,9,1,uav_2,32,1024,20,20,207,4,2.8634891597086565,3.419885811361406
gap_horizon_2uav_crossing,5008,6.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,50d1a0b3678b2cf5b01a65712669ac8fbe8e49c866e69ddd931a7b3ccb6a319b,FALSE_RECONCILIATION,9,1,uav_2,32,1024,20,20,206,5,3.6279423668765616,4.208699172710024
gap_horizon_2uav_crossing,5008,7.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,763610ff84298ab3cef428ca703a4e7e528aadbeab946ddc0c85f3736c8160d5,FALSE_RECONCILIATION,9,1,uav_2,32,1024,20,20,209,6,2.160940478446153,2.679410438267227
gap_horizon_2uav_crossing,5008,8.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,c0db924233c0994cab6a3cad3b0ee22d2682b7648e84478f9a5c7b09f5efce21,FALSE_RECONCILIATION,9,1,uav_2,32,1024,20,20,210,7,2.3540423441896765,3.1412175508798414
gap_horizon_2uav_crossing,5008,9.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,be4fce15bd87ea851f35304943a3d9493a5d816b0e04c09022feb684aabd2ef3,FALSE_RECONCILIATION,9,1,uav_2,32,1024,20,20,209,8,2.0151821654074022,3.4078703992954407
gap_horizon_2uav_crossing,5009,10.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,041e272ddf988578c569099a81028a6b68d88032c19d3e7894c51dd19b984397,CORRECT_RECONCILIATION,0,0,uav_1,44,1936,34,34,234,9,7.820207547981429,12.45682092314557
gap_horizon_2uav_crossing,5009,11.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,1cb08da9bf591a736691b5ccaa4258f1927de705d4d41c476b7c460bfe38b84b,NO_RECONCILIATION,0,9,uav_1,43,1849,33,33,241,,,
gap_horizon_2uav_crossing,5009,12.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,23efd80d7c0f0073107b2c6f51218d1946b49f6d75156b9182331ac6bfb80180,NO_RECONCILIATION,0,9,uav_1,43,1849,33,33,241,,,
gap_horizon_2uav_crossing,5009,13.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,6dc810f8b5cf86844a9d4db19d6f32e27eeeeb5b819a5cf8b8353f5a1dfd2584,NO_RECONCILIATION,0,9,uav_1,43,1849,33,33,238,12,5.150298677457396,7.645181571007349
gap_horizon_2uav_crossing,5009,14.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,49e09270ea96e076cbea73b32eef602ada0b4cb3a431e983dfe5b2888202ae9b,NO_RECONCILIATION,0,9,uav_1,43,1849,34,34,273,13,4.901033857226962,8.003607981945475
gap_horizon_2uav_crossing,5009,15.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,b177dc2092313613d64374e7e6b0ad63f4e9fa6578fec1e2b01106b55018cff5,NO_RECONCILIATION,0,9,uav_1,43,1849,34,34,274,14,3.5505586623638985,7.256839224883156
gap_horizon_2uav_crossing,5009,16.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,f6cf193bd797945b9070fe2ac8adde302535c9812aff5a7587b90f75102157bd,NO_RECONCILIATION,13,9,uav_1,43,1849,34,34,275,16,5.059628699589832,7.992752415893946
gap_horizon_2uav_crossing,5009,17.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,a5c5c69d7dc04241041751aa0386564e12fb0294551d64e88f800b2f85169873,NO_RECONCILIATION,0,13,uav_1,42,1764,33,33,289,16,6.394273582668761,7.67532560314687
gap_horizon_2uav_crossing,5009,18.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,5462a1d3e1fd225600bb640ea902a7428b98b8ef856c7c66ee0a51e457aa8991,CORRECT_RECONCILIATION,0,0,uav_1,41,1681,31,31,248,17,15.940584053667244,25.626678427082073
gap_horizon_2uav_crossing,5009,19.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,f30c7f35c83d0c4dcb38992d6068ba8dc018ed0186a64381f704ed90ad6adbc5,CORRECT_RECONCILIATION,0,0,uav_1,41,1681,31,31,250,18,16.27965201733988,27.25338881504224
gap_horizon_2uav_crossing,5009,1.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,c2eb9b6ece76560e9c4faa69b596e6547e2000d512625bae279f767f0a038871,FALSE_RECONCILIATION,0,5,uav_2,46,2116,37,37,275,,,
gap_horizon_2uav_crossing,5009,20.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,d1fdb45e4336b3efc5d90737ef232ea156484e04ee7850ef2b9b1666c4b80482,NO_RECONCILIATION,0,13,uav_1,41,1681,31,31,235,,,
gap_horizon_2uav_crossing,5009,21.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,6bd62b6ea9713c89238bfbf1a14923e834312eb8fc99e7803c76edfbba97e0aa,FALSE_RECONCILIATION,13,1,uav_2,39,1521,27,27,178,,,
gap_horizon_2uav_crossing,5009,22.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,c69890f39f90f446d9017ffd7bbc4429e090dedcef83a5225c723e011a9c58f2,FALSE_RECONCILIATION,13,1,uav_2,39,1521,28,28,192,17,45.20948330684727,88.21879553741891
gap_horizon_2uav_crossing,5009,23.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,db9b834ce4a1f75dfb8b30b8fcd9b1420577e7d94be8a41516bc2b101f5c3068,FALSE_RECONCILIATION,13,1,uav_2,39,1521,28,28,193,18,45.89064166784665,89.45926811825322
gap_horizon_2uav_crossing,5009,24.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,1259b0c0e8cb67624119f0eda475ae434539f4afe5cd3e7ea50dc0216c1c4628,FALSE_RECONCILIATION,13,1,uav_2,40,1600,29,29,197,,,
gap_horizon_2uav_crossing,5009,2.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,f85c27035c522ae15fcf550cabd459ab2dfe55405e6cca8537ed987303a992a6,NO_RECONCILIATION,0,9,uav_1,46,2116,37,37,279,1,3.340490919234594,3.340490919234594
gap_horizon_2uav_crossing,5009,3.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,b5b3776f42cf7ece3b847e8751bf31ea1aad2a445241f60a60838b48c9224497,NO_RECONCILIATION,0,9,uav_1,46,2116,37,37,281,2,3.4132594861119214,3.628688292900648
gap_horizon_2uav_crossing,5009,4.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,ed04166f0a696f96242cd888973c8ed1711584e214280eec1095cccfd3ca6d1b,NO_RECONCILIATION,0,9,uav_1,46,2116,37,37,281,3,2.909119685943209,3.586356667435293
gap_horizon_2uav_crossing,5009,5.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,ef9ed7d8ce9bd7eacb000e7c7198bce76dad5e9d55aa4a1ff823db7fa0dde8ca,NO_RECONCILIATION,0,9,uav_1,46,2116,37,37,279,4,1.3484634326572005,2.004085590799334
gap_horizon_2uav_crossing,5009,6.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,d3a3c9c5367d17fcd9b292636317f2350451512b23f5d07a548fd5d8a0c1b905,NO_RECONCILIATION,0,9,uav_1,46,2116,37,37,280,6,4.277162118655675,4.357725262350704
gap_horizon_2uav_crossing,5009,7.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,11e55724b22190a92bb4fe59009f84ab1eedaaaa93e817861c236b2d3469a811,NO_RECONCILIATION,0,9,uav_1,45,2025,36,36,284,6,3.6354845389631447,4.6329139607061744
gap_horizon_2uav_crossing,5009,8.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,d76d59cdeb3c68a9c0e53dff8d5bd571673f8e2dad69a06b71df9a6ba12dac67,NO_RECONCILIATION,0,9,uav_1,45,2025,36,36,284,8,3.902652155197661,5.251010005575333
gap_horizon_2uav_crossing,5009,9.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,af78cf7427c0589d4573d5cb248dbd181349eb98d6d68ecb4d71b704789704aa,NO_RECONCILIATION,0,9,uav_1,44,1936,35,35,262,8,3.275324890092313,4.946532158494193
gap_horizon_2uav_crossing,5010,10.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,32ed1495f83ae855981e7ab8a28935eb193547abf3fce165e959b37e965fa991,FALSE_RECONCILIATION,3,1,uav_2,39,1521,32,32,257,10,4.9644018373524315,6.736067872383764
gap_horizon_2uav_crossing,5010,11.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,605e616cc864a4c78320d50805a55df6d66b7995e4f7d73a8aed14e684520233,FALSE_RECONCILIATION,3,1,uav_2,39,1521,32,32,258,10,2.266286039835582,4.503682368387346
gap_horizon_2uav_crossing,5010,12.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,e40e1597daacaa07454d881ba6235e967156b31e156f302b7e14236cd0c2d470,FALSE_RECONCILIATION,3,6,uav_2,39,1521,32,32,259,11,4.0495742485813855,6.009557280521053
gap_horizon_2uav_crossing,5010,13.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,aa23c8100f61380e045f535434cd8146054b83f1c7b5ba281aa1a08d112c76bf,FALSE_RECONCILIATION,3,6,uav_2,39,1521,32,32,260,13,4.511358041304937,6.568305174366954
gap_horizon_2uav_crossing,5010,14.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,05b536783385e1c7512b1ac26ff7b302937b9fd128ecbe6c3a246de41773a30c,FALSE_RECONCILIATION,3,6,uav_2,39,1521,32,32,256,13,7.085911831332272,10.13720193102212
gap_horizon_2uav_crossing,5010,15.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,b03ac93a3c15ade0a3c7c04b196d6102c977d58e36fd0fe29b1244563fdd2d11,FALSE_RECONCILIATION,3,6,uav_2,39,1521,32,32,257,14,7.611900540646088,10.339438963690126
gap_horizon_2uav_crossing,5010,16.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,8bac9d86935922e6ef406039b335db0ed22ce6df8da549f6fb684b7a29d06b91,FALSE_RECONCILIATION,3,4,uav_2,40,1600,33,33,258,15,8.049603865661522,11.04967890291872
gap_horizon_2uav_crossing,5010,17.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,1089f573fda1ba64c8b6c7977f8a67847b2784b0f8b11be69c3caf989605c7bc,FALSE_RECONCILIATION,3,4,uav_2,40,1600,33,33,259,17,7.2681336337723,12.967966060520975
gap_horizon_2uav_crossing,5010,18.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,fc2304e3b831f20be9654739348face63975079074767d6568dc48a8f2271f00,FALSE_RECONCILIATION,3,6,uav_2,39,1521,32,32,259,18,8.619743735705812,15.300473466679872
gap_horizon_2uav_crossing,5010,19.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,075dc3311ab9c515cdef6d00e4342d4d5e742060e38b5584eff3ecb6bc5f6d89,FALSE_RECONCILIATION,3,6,uav_2,39,1521,32,32,260,18,7.439487626244964,11.537958726937775
gap_horizon_2uav_crossing,5010,1.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,ff4aa6938fe652dcb76701dcf65f2d308725e309c09b4f12dbedd23f096072cf,FALSE_RECONCILIATION,0,1,uav_2,42,1764,36,36,303,1,1.6855295436380817,1.6855295436380817
gap_horizon_2uav_crossing,5010,20.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,ecfcc80770827be8b8ac4d908ae9811e95c8603f03b6f21a1e2161d658dd8d0b,FALSE_RECONCILIATION,3,6,uav_2,39,1521,32,32,261,19,9.68400369038534,13.283780134938915
gap_horizon_2uav_crossing,5010,21.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,a937fb2a12a21df4897a2630e2af242fbe39a5eca4da28d198f72f99f0586a10,FALSE_RECONCILIATION,3,6,uav_2,39,1521,31,31,240,,,
gap_horizon_2uav_crossing,5010,22.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,d359b2334bd70c9e6fa0f9e563a1c065d90b9ccb524033b88123424084348a22,FALSE_RECONCILIATION,3,6,uav_2,39,1521,31,31,240,,,
gap_horizon_2uav_crossing,5010,23.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,f580f2e2a0a8ff82599ac334e8ce3062c0efcd911ad7fc8e83615f5dd5865e48,FALSE_RECONCILIATION,3,6,uav_2,39,1521,31,31,240,,,
gap_horizon_2uav_crossing,5010,24.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,9535922e192b852d2009b1b4f71cdb1c48c796e42af23838ac738012d0245252,FALSE_RECONCILIATION,0,6,uav_2,37,1369,29,29,230,,,
gap_horizon_2uav_crossing,5010,2.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,a307129cf76acc752ba18a94d34606912342882dedc6e0c1c74c55bb389ec6a7,FALSE_RECONCILIATION,0,1,uav_2,42,1764,36,36,305,1,1.8143336596484905,1.8143336596484905
gap_horizon_2uav_crossing,5010,3.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,a92ed50b2d4e8d10356f54bd1dcb398a0b3b73ae2e031c544bb3e3127c293850,FALSE_RECONCILIATION,3,1,uav_2,41,1681,35,35,306,2,5.240151862243648,5.510106292543487
gap_horizon_2uav_crossing,5010,4.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,cd1f774f361508691be184f1dd9a9f4158c09cd3bde34a0290cc899bd6e61b1a,FALSE_RECONCILIATION,3,1,uav_2,41,1681,35,35,308,3,4.747041829039791,4.753657566887796
gap_horizon_2uav_crossing,5010,5.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,694c33f1600a1e3b97f9470afd2ae64e726aa10f52507228321be79dcceab45a,FALSE_RECONCILIATION,3,1,uav_2,41,1681,35,35,309,4,3.884492419374193,4.3925742446344005
gap_horizon_2uav_crossing,5010,6.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,5515859399ea09b916d97527b54fbddd0efad393c67374218dfe1bd9411075b8,FALSE_RECONCILIATION,3,1,uav_2,41,1681,35,35,310,5,4.727301262305026,5.7446587389853745
gap_horizon_2uav_crossing,5010,7.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,d30421c400e99df13a5b10b81708082e9a13cc3e71571b12fef3ee5590b83427,FALSE_RECONCILIATION,3,1,uav_2,41,1681,35,35,312,7,5.254967807338134,6.606085011271757
gap_horizon_2uav_crossing,5010,8.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,39fc41546de5f4980d5c396f917182fea188f39b30ef24dbd4e78a5691fe4bc1,FALSE_RECONCILIATION,3,1,uav_2,41,1681,35,35,313,8,6.653875172759276,7.372058566511824
gap_horizon_2uav_crossing,5010,9.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,4e918e30ae2dd516a5efd1a8025a31b4b3a381393ad84bccb719e246b00f6e25,FALSE_RECONCILIATION,3,1,uav_2,40,1600,34,34,282,8,5.061816456872187,6.445891484848204
gap_horizon_5uav_dense_crossing,5001,10.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,9f18d5199d8ef1fb7bf69803020511ef2558511115c1691226f3fe67b9fca8d6,FALSE_RECONCILIATION,18,54,uav_5,106,11236,88,88,778,10,4.647055434735583,6.798363815927118
gap_horizon_5uav_dense_crossing,5001,11.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,444f0f3748580f3702d9793decee939e6fc7bc9280a7eb0934183a5421682a3a,FALSE_RECONCILIATION,5,54,uav_5,105,11025,87,87,781,10,2.9658037158059765,5.837775907077543
gap_horizon_5uav_dense_crossing,5001,12.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,460865c59cb7d4aac9ad9e47925af5df74e7f435eb39edfe17a698ae117d43c8,FALSE_RECONCILIATION,5,54,uav_5,105,11025,87,87,784,12,3.4446731804107227,7.2044240336608665
gap_horizon_5uav_dense_crossing,5001,13.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,e83c28fe61b1da81a0338e227971d70b895c4fb42f733db209514f91d83894fa,FALSE_RECONCILIATION,0,54,uav_5,105,11025,87,87,786,12,11.712391576021524,18.3431444539253
gap_horizon_5uav_dense_crossing,5001,14.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,576556d4c59de3fb9d828cd3dd7f52a3f54da4b713b0c72c59d3fd91401f6d92,FALSE_RECONCILIATION,5,54,uav_5,105,11025,87,87,791,14,2.8057830540318203,8.572774355649635
gap_horizon_5uav_dense_crossing,5001,15.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,b2218d06dbf2c30a1d80947d85610d6feece6e683586906b8348434b447be6ab,FALSE_RECONCILIATION,5,54,uav_5,103,10609,85,85,785,14,11.606810483641667,19.29439761864587
gap_horizon_5uav_dense_crossing,5001,16.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,c4e0b273ce462613138fbe2219d12a0e0207014bdaa3fbe1685de9e108675607,FALSE_RECONCILIATION,5,54,uav_5,103,10609,85,85,787,16,4.866816616145456,8.032328295026712
gap_horizon_5uav_dense_crossing,5001,17.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,fcdfadc238cc7d6cc34bae47ff37879e5906c12f647055e7c9b6b8afd6b49d0d,FALSE_RECONCILIATION,5,54,uav_5,103,10609,85,85,788,16,13.735466979168764,20.925122551651693
gap_horizon_5uav_dense_crossing,5001,18.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,c1ad8cbaa5ace0733306bde6b2a52077929777eeadef759e03785e5ea302e708,FALSE_RECONCILIATION,5,12,uav_5,102,10404,84,84,790,17,13.185485234601092,21.32526723061463
gap_horizon_5uav_dense_crossing,5001,19.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,de3f497715d81be5958fda392037b4833eb160cdcc4917f9f8d02b3cb6c09043,FALSE_RECONCILIATION,5,12,uav_5,102,10404,84,84,791,18,14.036186478580234,22.154218376808043
gap_horizon_5uav_dense_crossing,5001,1.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,525afbabc15e42c95e236738ba00f464af70be7fbabb1c2cecefba9ddfb00971,FALSE_RECONCILIATION,12,54,uav_5,108,11664,90,90,778,1,2.902492485833188,2.902492485833188
