scenario,seed,gap_s,config_hash,derived_input_sha256,reconciliation_outcome,pre_gap_final_id,post_gap_final_id,post_gap_majority_target,number_of_segments,number_of_gtm_candidates,number_of_gtm_assignments,number_of_reconciliations,number_of_reconstructed_epochs,recon_num_samples,recon_mean_position_error_m,recon_max_position_error_m
gap_horizon_2uav_crossing,5004,14.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,22e8c0ae1010d18c0e77d40de7f698a0e3ffa4056ff6874a9692c3a38810b932,FALSE_RECONCILIATION,2,3,uav_2,28,784,20,20,206,13,5.435880904228497,6.790807849235195
gap_horizon_2uav_crossing,5004,15.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,28b2a8735de217a630226093b52acad139eaf12ce5e059e7921f0626f3a1afee,FALSE_RECONCILIATION,2,3,uav_2,28,784,20,20,204,14,4.417213989059312,5.282742485774392
gap_horizon_2uav_crossing,5004,16.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,caee6ac9facbb776be2858e0290330ea39931720d3aee82b2e4331773a2911db,FALSE_RECONCILIATION,2,3,uav_2,28,784,20,20,208,16,3.9738924890530347,6.414013687551129
gap_horizon_2uav_crossing,5004,17.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,f061a021396a832b88645c5d0a9c35fac9b3ea9ca4cc6dde90744397efaaa3f6,FALSE_RECONCILIATION,2,3,uav_2,28,784,20,20,206,17,4.601451025690866,5.572073118965103
gap_horizon_2uav_crossing,5004,18.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,aa8a5677af01fe9f741173154843e62939de8fad679d5b41a56086bd857c82d0,FALSE_RECONCILIATION,2,3,uav_2,28,784,20,20,207,18,5.022626187723273,5.733331630197242
gap_horizon_2uav_crossing,5004,19.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,d9b341ecbc87c50b9d3aacb808d35941fcf165fc012bb2ac9e65fab487def173,FALSE_RECONCILIATION,2,3,uav_2,28,784,20,20,208,18,4.17124784253079,5.4806668540327195
gap_horizon_2uav_crossing,5004,1.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,5794c5843020d4e78d559057700dd81bf82bf1960d2e6c2e51734042776cda1e,CORRECT_RECONCILIATION,2,2,uav_1,29,841,21,21,198,,,
gap_horizon_2uav_crossing,5004,20.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,6505b22e366702043ff38f1eb9e5c9b70477a397124b0b0a9cd79dfdf47b1013,FALSE_RECONCILIATION,2,3,uav_2,28,784,20,20,208,19,16.149078223598213,28.549514922703946
gap_horizon_2uav_crossing,5004,21.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,d345c5abfcab01c1d0b887f728b87016ae228515b79a6340c9889f56ab31dec6,FALSE_RECONCILIATION,2,3,uav_2,28,784,19,19,189,,,
gap_horizon_2uav_crossing,5004,22.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,02591327e4f105415f2b3ab7e6895c37247fc0211d189501ed634efbbf477c50,FALSE_RECONCILIATION,2,3,uav_2,28,784,19,19,189,,,
gap_horizon_2uav_crossing,5004,23.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,5756da9f6f817ba80fedc2074047dd5fc2645489a084dddfbe0d9fb880a7d952,FALSE_RECONCILIATION,2,3,uav_2,28,784,19,19,189,,,
gap_horizon_2uav_crossing,5004,24.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,65f6884db515d8b7462bc14b0f6cc54ca730c397c064fed584fd2fb44818ff3a,FALSE_RECONCILIATION,2,3,uav_2,28,784,19,19,189,,,
gap_horizon_2uav_crossing,5004,2.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,3718bf51abca2dfec72c8e3d9a554edd2111256fa14936c4442ae70819f8eb69,FALSE_RECONCILIATION,2,3,uav_2,29,841,21,21,203,2,2.4288781738769347,2.624323523418279
gap_horizon_2uav_crossing,5004,3.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,df0568ede4e6549c6db56b4b4c8914143a1b4cf651a9ee8e88132ccf053ad8bf,FALSE_RECONCILIATION,2,3,uav_2,29,841,21,21,204,2,4.930303168482833,5.085203051309353
gap_horizon_2uav_crossing,5004,4.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,13903debd597c568b6e1f9055e52cb026d5d79bcc5051486a556513ee537a983,FALSE_RECONCILIATION,2,3,uav_2,28,784,20,20,198,4,2.5030631943100503,2.6308716334775637
gap_horizon_2uav_crossing,5004,5.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,d8aa02678ba636e81c6e3c2eb80ed32051e1d22eb8a1c9de1e63fc48643da642,FALSE_RECONCILIATION,2,3,uav_2,28,784,20,20,199,5,1.6483297782306494,2.022322627127768
gap_horizon_2uav_crossing,5004,6.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,02c184f5a256efd8661c50543b9adbeb4442a8b187ebfc9904feee3c9215c1ac,FALSE_RECONCILIATION,2,3,uav_2,28,784,20,20,200,6,2.0214136924614072,2.6593704455293103
gap_horizon_2uav_crossing,5004,7.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,35f62540a4c44c789ca23b9a8329e42246c0681725445370c33cad52f2485463,FALSE_RECONCILIATION,2,3,uav_2,28,784,20,20,201,6,4.634723082286173,4.864063438531963
gap_horizon_2uav_crossing,5004,8.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,a964586f013ed276a79b6f6d3e3ff82d690fdd7e2f51a6c044f7f2f3647733b3,FALSE_RECONCILIATION,2,3,uav_2,28,784,20,20,202,8,2.787498255875373,3.9586194620070816
gap_horizon_2uav_crossing,5004,9.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,98b0dcb44da10d21bac8ba5bc48bf627136f49721d8ae2e6dff02c4596a1b1c9,FALSE_RECONCILIATION,2,3,uav_2,28,784,20,20,203,8,4.369451257717795,4.685053553260553
gap_horizon_2uav_crossing,5005,10.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,bcb0311f58f7e2f6aaf2615c8d1e1204bd38e8d4af7c5b134597531946d4fa62,NO_RECONCILIATION,10,0,uav_1,29,841,20,20,166,9,5.316667594712416,7.207359404779465
gap_horizon_2uav_crossing,5005,11.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,1657959f77c38b9aa4818ecd1cbc6a32693600385c6384af929e7680a6c53274,NO_RECONCILIATION,10,0,uav_1,29,841,20,20,167,11,4.039170397548376,7.628820992810813
gap_horizon_2uav_crossing,5005,12.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,495c0be431cc7b7b2fc93d1fe588fa8e8602bf701da1cd49d73edb0cc4645bc9,NO_RECONCILIATION,10,0,uav_1,29,841,20,20,166,12,3.533246508826425,4.455616687932287
gap_horizon_2uav_crossing,5005,13.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,af31cc4da5004c4891bfa7d4aa17bf4c391fe1b5b7176bf8aac3c992d85af058,NO_RECONCILIATION,10,0,uav_1,29,841,20,20,169,12,5.477291126281845,8.259418295993258
gap_horizon_2uav_crossing,5005,14.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,6f0ef2e18b8e4c878ba8fb83a67085187e8fc46ad8d498a266cd4f9a9a93ad65,NO_RECONCILIATION,10,0,uav_1,29,841,20,20,170,13,5.2160558248404065,8.701942841204444
gap_horizon_2uav_crossing,5005,15.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,bc99926e6ccca96f2bcd81cf555ff8e44b5f65ceb404ca24a309e414a64414ae,NO_RECONCILIATION,10,0,uav_1,29,841,20,20,171,14,4.155880706281915,8.322039553614212
gap_horizon_2uav_crossing,5005,16.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,fa03302daf463f34d31b03c77c72d30073136781f7e79fa366f2f5b3296fd501,NO_RECONCILIATION,10,0,uav_1,29,841,20,20,170,16,2.361765021119939,4.050729461356031
gap_horizon_2uav_crossing,5005,17.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,ec1ec6aa5464deecc1b95e68a3020b47cedf85ad1b013b1213a5841166701e46,NO_RECONCILIATION,10,0,uav_1,29,841,20,20,171,17,2.393876751333874,4.2237154953301825
gap_horizon_2uav_crossing,5005,18.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,ce92f34d95675c9c82c6ea5ea147409c3677b55763663b62a1c66e2a10679660,NO_RECONCILIATION,10,0,uav_1,29,841,20,20,172,17,7.746279793702221,13.774195782501664
gap_horizon_2uav_crossing,5005,19.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,4cbf6ffeef1cdd79e609b0873c82559f59f5282a6b9d3ec912d3913e2384953d,NO_RECONCILIATION,10,0,uav_1,29,841,20,20,174,19,8.331873438085417,14.953057024752116
gap_horizon_2uav_crossing,5005,1.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,b68e75a4946397a2c0e26e85ad5929ad5f06bbeb0d4ccad6b67a14f256371981,FALSE_RECONCILIATION,10,6,uav_2,29,841,20,20,156,,,
gap_horizon_2uav_crossing,5005,20.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,c12ce13c93a857518d45ec146af0b6e0cafa13315b72bebb7f9d267c11a9c06e,NO_RECONCILIATION,10,0,uav_1,29,841,19,19,152,,,
gap_horizon_2uav_crossing,5005,21.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,e1581656397ac2888380d0685bcd07365b60395be5f2a4984b778abc996a1a6b,FALSE_RECONCILIATION,10,10,uav_2,28,784,18,18,138,19,26.844494511673144,45.42386391814652
gap_horizon_2uav_crossing,5005,22.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,4eab1d4f7dc2ef56813267443779ca0428e27c07103b46b3779ab6e02983791b,FALSE_RECONCILIATION,10,6,uav_2,28,784,17,17,118,,,
gap_horizon_2uav_crossing,5005,23.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,175ffde620e68a345d39ffc331d34bb93a1238993656ebf544d1a53704406ded,FALSE_RECONCILIATION,10,6,uav_2,28,784,17,17,118,,,
gap_horizon_2uav_crossing,5005,24.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,3eee89b392b724e59a297922a0b91adcc53b839b1768d8588ebe6b8dd4b2cf5f,FALSE_RECONCILIATION,10,6,uav_2,28,784,17,17,118,,,
gap_horizon_2uav_crossing,5005,2.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,a5b61d7b48544d0431d4661831976d9099563516da2cc92c8beba15d6f850442,NO_RECONCILIATION,10,0,uav_1,29,841,20,20,158,1,3.5100954777762734,3.5100954777762734
gap_horizon_2uav_crossing,5005,3.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,90587e79d8d3c356498e4b76b4ee11b9f3d343f15232d08aa78ed820dd5ce3e2,NO_RECONCILIATION,10,0,uav_1,29,841,20,20,157,2,3.089469364384616,3.2735377370650016
gap_horizon_2uav_crossing,5005,4.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,1be9fdfe1f736afda228620ee21a3f2624fb88ea098dc3cb654226be4c4fc614,NO_RECONCILIATION,10,0,uav_1,29,841,20,20,160,3,6.9638118841480505,7.26696761868049
gap_horizon_2uav_crossing,5005,5.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,ded9e8f11ca44c6026a8003c177448ebd571c9b2f851509d2b79effdcb273ba1,NO_RECONCILIATION,10,0,uav_1,29,841,20,20,159,4,2.933160174625138,3.4651537926081843
gap_horizon_2uav_crossing,5005,6.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,062076b69a09fb0274b933db8d21d7491995f9411e80d11b488e161e48e73f23,NO_RECONCILIATION,10,0,uav_1,29,841,20,20,163,6,5.642909756835798,7.1752843069390915
gap_horizon_2uav_crossing,5005,7.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,b987a4d28bd54c7e042f29ca3f613120ec28aac2076573181ae21f9c30f6f79b,NO_RECONCILIATION,10,0,uav_1,29,841,20,20,164,7,4.1534854354518185,5.163466882947952
gap_horizon_2uav_crossing,5005,8.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,3cad4c66a54c63ed68aaae92ddac23f8a03689124efc7f092e84d2dd57ec31c8,NO_RECONCILIATION,10,0,uav_1,29,841,20,20,164,7,7.114559390590967,7.797937697905951
gap_horizon_2uav_crossing,5005,9.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,bb9337a60af1dcf1467b456470d115477c9dd5a157e7aef6dca8a8c416d0cde2,NO_RECONCILIATION,10,0,uav_1,29,841,20,20,163,8,2.6547430288035274,3.8841541140455553
gap_horizon_2uav_crossing,5006,10.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,4c9e99be4437ddc98c59ab3d5a64133b2dce95f623dee7b4911f9577363291de,FALSE_RECONCILIATION,4,2,uav_2,26,676,17,17,172,9,11.37049281015898,17.454186107068264
gap_horizon_2uav_crossing,5006,11.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,3f86d91e738e424bd4db0ea00c9d51332891caa45f93cbb1d5f11bb011473180,FALSE_RECONCILIATION,4,2,uav_2,26,676,17,17,169,10,13.174169085667927,20.708690181646336
gap_horizon_2uav_crossing,5006,12.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,1e788a3730d88187a0a44776e476eda62fc6dd87453d48632abf14ea5c6810bd,FALSE_RECONCILIATION,4,2,uav_2,26,676,17,17,175,12,11.513989207082735,20.17187374002124
gap_horizon_2uav_crossing,5006,13.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,bc52701f38e02d4273a529576c1dbbe9f9f5b584f6c446f4913e25784f2bf406,FALSE_RECONCILIATION,4,2,uav_2,26,676,17,17,171,12,13.832603764705048,22.6473847107639
gap_horizon_2uav_crossing,5006,14.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,c3aeb2304692b47b3abe021ce65e5b5a83f312c6321f9b5da1bf6ec9b1087c62,FALSE_RECONCILIATION,4,2,uav_2,26,676,17,17,172,13,14.530158806092647,23.927208810847546
gap_horizon_2uav_crossing,5006,15.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,7123ffae0217f4ea3f343cd52090f09e0bf26c732a7f2930a4de7a9f83f94215,FALSE_RECONCILIATION,4,2,uav_2,26,676,17,17,173,15,9.958911911362291,16.59631172665342
gap_horizon_2uav_crossing,5006,16.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,4b7864c57bc5e76b017d589ff4ff7b7ffa3ae6cb5753db02840ad986f944e91d,FALSE_RECONCILIATION,4,2,uav_2,26,676,17,17,174,15,15.698855519362757,26.817203687182772
gap_horizon_2uav_crossing,5006,17.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,2dbda9f476c975eee57a0b468473a4ea109df27a0c3d95ecd6d13548fb6aa43d,FALSE_RECONCILIATION,4,2,uav_2,26,676,17,17,175,16,17.703859333111055,29.33941215390088
gap_horizon_2uav_crossing,5006,18.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,808696f9f68b661db81b70b240ef6e3fe73f31f8b30eb8259bfec04c12ff371c,FALSE_RECONCILIATION,4,2,uav_2,25,625,16,16,159,17,18.512881174239233,30.244259248730703
gap_horizon_2uav_crossing,5006,19.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,aa8171da9c2871849701e29aec18e8283c7088826c9e80f0674c03137f0c54c7,FALSE_RECONCILIATION,4,2,uav_2,25,625,16,16,161,19,13.657944975350828,23.296290404122715
gap_horizon_2uav_crossing,5006,1.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,6a9571f305155ff8ab84050a54e536c8f6b97716c1e583086cf7b69875a9cf1f,FALSE_RECONCILIATION,11,2,uav_2,28,784,19,19,170,1,4.061719583601477,4.061719583601477
gap_horizon_2uav_crossing,5006,20.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,28daacd0b18e557bb1fa6f8d28c939d1dd71462d041931893c7bc9a7d6ff2d17,FALSE_RECONCILIATION,4,2,uav_2,25,625,16,16,161,19,20.55603744605065,33.0234519991798
gap_horizon_2uav_crossing,5006,21.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,e02358f30e36db1e3ee2da0789776f25df8823884168a8b6012f27b383dac788,FALSE_RECONCILIATION,4,2,uav_2,25,625,15,15,142,,,
gap_horizon_2uav_crossing,5006,22.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,097be70eaf4c9d5c7ba0ddb5d8a8eac519a4a7217a2449c3b72c6b33fccd6699,FALSE_RECONCILIATION,4,2,uav_2,25,625,15,15,142,,,
gap_horizon_2uav_crossing,5006,23.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,26c69490ec0060c7d06986935bc2af34c4fcc16de4f4bf6281099f482af0186b,CORRECT_RECONCILIATION,4,4,uav_1,25,625,16,16,169,15,52.375430820649086,89.73819352147106
gap_horizon_2uav_crossing,5006,24.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,fdcaf58313d1b753c976192a7f16a0e7da86e06eb473944537ff3efcfa208899,CORRECT_RECONCILIATION,4,4,uav_1,25,625,16,16,170,16,54.06083720847988,91.00397184101126
gap_horizon_2uav_crossing,5006,2.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,c316ab91e1ef43520682716022061fd739cca82e851030ec86eb235d91c58421,FALSE_RECONCILIATION,11,2,uav_2,28,784,19,19,171,2,4.493481294680828,4.920894822897068
gap_horizon_2uav_crossing,5006,3.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,d41ff1e9645d62437cc9521d0e4a09f98609d5c6de89f37bd4c68526effcaffe,FALSE_RECONCILIATION,11,2,uav_2,28,784,19,19,172,3,4.401893083681885,6.535955222452888
gap_horizon_2uav_crossing,5006,4.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,6981645e8e502f89e0fa4e0fe66bca0fe5c239e967a6e185ab9db2f998ae64c5,FALSE_RECONCILIATION,11,2,uav_2,28,784,19,19,173,4,5.150943195518134,8.446285605801359
gap_horizon_2uav_crossing,5006,5.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,eca788f9157e083454495bb2d90273fe75833ee3ae442799cd624c7a1c1c1ac8,FALSE_RECONCILIATION,4,2,uav_2,27,729,18,18,175,5,7.062947274952944,9.512993002778305
gap_horizon_2uav_crossing,5006,6.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,22fb4a0620054daa082fb9174d8de195e5f99ff7e7f0792d482c445ddefefab9,FALSE_RECONCILIATION,4,2,uav_2,27,729,18,18,176,6,6.534882690317777,10.892722091821494
gap_horizon_2uav_crossing,5006,7.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,96f156cffd506201acf1d00d6992897909fb94df73950c61b9e8603d92552291,FALSE_RECONCILIATION,4,2,uav_2,27,729,18,18,177,7,7.767912113779437,12.656704099252169
gap_horizon_2uav_crossing,5006,8.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,a2f2d8234adaa92779c14824ed613e8996d29a667b28db863eb66077ce314e35,FALSE_RECONCILIATION,4,2,uav_2,27,729,18,18,178,8,9.085716466577216,14.332786894336998
gap_horizon_2uav_crossing,5006,9.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,f2b7df162468fa002a95022ca9e839327aef50eb59107e41ccdfc9d85f40e43d,FALSE_RECONCILIATION,4,2,uav_2,26,676,17,17,171,8,10.08026387888206,15.872509570409058
gap_horizon_2uav_crossing,5007,10.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,22eb3313620b47274380bdd55c41a7cb567a32904fded78c5cfe01de67d29088,FALSE_RECONCILIATION,15,2,uav_2,40,1600,31,31,242,,,
gap_horizon_2uav_crossing,5007,11.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,6c22bfc9cba57476e9368cabd8fffddd4f8ad20d228a5572bf650ac2b30ba806,FALSE_RECONCILIATION,15,2,uav_2,41,1681,31,31,250,,,
gap_horizon_2uav_crossing,5007,12.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,958bdb9f490c44e6333113effc8029536565687f654943d03e327675fdd0c749,FALSE_RECONCILIATION,15,2,uav_2,41,1681,31,31,249,11,12.473935340880566,20.65590069518402
gap_horizon_2uav_crossing,5007,13.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,6df08d16da1d3e4047815e590b7252c0035b73f0161790862300839c7573d294,FALSE_RECONCILIATION,15,2,uav_2,40,1600,30,30,247,12,15.608134686009445,23.187982206487174
gap_horizon_2uav_crossing,5007,14.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,5bb607cc83365ed35d2e2d33155cb77ad9f67648c441cf6c45eed0c55d3d79af,FALSE_RECONCILIATION,15,2,uav_2,40,1600,30,30,248,13,15.001188992619259,24.383516115803094
gap_horizon_2uav_crossing,5007,15.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,34ebea59d338d2f9645c41a5b636bdb710f4a88b036cf383693cb69b5988cf33,FALSE_RECONCILIATION,3,2,uav_2,39,1521,29,29,251,14,16.13168728083461,26.27568281487401
gap_horizon_2uav_crossing,5007,16.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,9f2441395cd38c8a9dc3c173f36c5445be756fc3e5668e9bb94b100dde544408,FALSE_RECONCILIATION,3,2,uav_2,39,1521,29,29,252,15,18.534271393227904,28.629424071355675
gap_horizon_2uav_crossing,5007,17.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,00c12af2fc7abb5680e521c37fdb00a330c6cd349a99d45a5872221fedf835f4,FALSE_RECONCILIATION,3,2,uav_2,38,1444,28,28,238,16,18.37079851256579,29.53305563783786
gap_horizon_2uav_crossing,5007,18.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,91d8b38e0ab2119e9279312dd6e712e505085e27e53170b68a3c11ffe1b4e5eb,FALSE_RECONCILIATION,3,2,uav_2,38,1444,28,28,239,17,19.143928013851937,31.213238099726006
gap_horizon_2uav_crossing,5007,19.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,cc5d7a980f10b86f690a084a92be237f2f8ef126035bca3007dd1cd5bc0282dd,FALSE_RECONCILIATION,3,2,uav_2,38,1444,28,28,240,18,19.305575615958556,32.521313677265034
gap_horizon_2uav_crossing,5007,1.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,c52860191cfb73e6f17a35a95b4d07d09c0ccc2b8bd29494ca0811db56512f14,FALSE_RECONCILIATION,3,1,uav_2,41,1681,33,33,264,,,
gap_horizon_2uav_crossing,5007,20.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,2ad5a9793a3e3db63890b438a208b23ed5f885bdbd5f2349fb1418b11e836d80,FALSE_RECONCILIATION,3,2,uav_2,38,1444,28,28,225,,,
gap_horizon_2uav_crossing,5007,21.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,6bb1c928d7e70ef7c461fcb99b6edf6d86974df1ef8e1054f77439fc4b060a9a,FALSE_RECONCILIATION,3,2,uav_2,38,1444,28,28,225,,,
gap_horizon_2uav_crossing,5007,22.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,1c8c2fb5dd017179811867d34bcfb7e25e3157198adf4842094be6296baac6ad,FALSE_RECONCILIATION,3,2,uav_2,38,1444,28,28,225,,,
gap_horizon_2uav_crossing,5007,23.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,6993087f8d6aab184a4d541ba4fc226b26411ff5ecedde5937b1065a00ba58d8,FALSE_RECONCILIATION,3,2,uav_2,38,1444,28,28,225,,,
gap_horizon_2uav_crossing,5007,24.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,c80e77cf53987b17465cad3fc0ed1465af8ccdbcd6eaef7ae1145b6ab0b642db,FALSE_RECONCILIATION,3,2,uav_2,38,1444,28,28,225,,,
gap_horizon_2uav_crossing,5007,2.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,e61796abe6eb46b915527c443527e2f5c78554433055f13793d86f9b34c19cc6,FALSE_RECONCILIATION,3,1,uav_2,41,1681,33,33,269,,,
gap_horizon_2uav_crossing,5007,3.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,9899502260483ffc47272db025f8f3bbb3ea617858b4329ae1f347a8a17ea8fe,FALSE_RECONCILIATION,3,1,uav_2,41,1681,33,33,269,,,
gap_horizon_2uav_crossing,5007,4.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,1995b4e4e9157ded31d4d9ea169cee281031a3bde71b7602b50449ea3624d6fd,FALSE_RECONCILIATION,3,1,uav_2,41,1681,33,33,269,,,
gap_horizon_2uav_crossing,5007,5.0,ab638f3173d91cafb7ed29de974aa01634768e8d4c1ede7d519c0693ee4eaebc,27997230ac66972326852fbf07f1b644d8a47e135cf943102ffb319e2ac46166,FALSE_RECONCILIATION,3,1,uav_2,41,1681,33,33,261,4,7.417326882285993,9.632309837793676
