scenario,seed,gap_s,pre_gap_track,terminal_event_type,recovery_outcome,gate_accepted,exact_position_error_m,last_bucket_position_error_m,last_bucket_delta_t_s
gap_horizon_1uav_maneuver,5001,10.0,True,,CORRECT_RECOVERY,True,,10.269877491463589,9.0
gap_horizon_1uav_maneuver,5001,11.0,True,,CORRECT_RECOVERY,True,,12.955399197580522,10.0
gap_horizon_1uav_maneuver,5001,12.0,True,,CORRECT_RECOVERY,True,,17.644545086770158,11.0
gap_horizon_1uav_maneuver,5001,13.0,True,,CORRECT_RECOVERY,True,,25.611160173724027,12.0
gap_horizon_1uav_maneuver,5001,14.0,True,,CORRECT_RECOVERY,True,,32.95553984570804,13.0
gap_horizon_1uav_maneuver,5001,15.0,True,,CORRECT_RECOVERY,True,,42.84088830290673,14.0
gap_horizon_1uav_maneuver,5001,16.0,True,,CORRECT_RECOVERY,True,,63.55042205579621,15.0
gap_horizon_1uav_maneuver,5001,17.0,True,,CORRECT_RECOVERY,True,,67.58617241335381,16.0
gap_horizon_1uav_maneuver,5001,18.0,True,,CORRECT_RECOVERY,True,,79.92491819852991,17.0
gap_horizon_1uav_maneuver,5001,19.0,True,,CORRECT_RECOVERY,True,,93.07176096602417,18.0
gap_horizon_1uav_maneuver,5001,1.0,True,,CORRECT_RECOVERY,True,0.33336509336822046,,
gap_horizon_1uav_maneuver,5001,20.0,True,,CORRECT_RECOVERY,True,,116.50166744412678,19.0
gap_horizon_1uav_maneuver,5001,21.0,True,,CORRECT_RECOVERY,True,,134.45233384206392,20.0
gap_horizon_1uav_maneuver,5001,22.0,True,,CORRECT_RECOVERY,True,,150.83149169966478,21.0
gap_horizon_1uav_maneuver,5001,23.0,True,,CORRECT_RECOVERY,True,,162.42662502699136,22.0
gap_horizon_1uav_maneuver,5001,24.0,True,,CORRECT_RECOVERY,True,,179.97280582163322,23.0
gap_horizon_1uav_maneuver,5001,25.0,True,,CORRECT_RECOVERY,True,,199.42777764315437,24.0
gap_horizon_1uav_maneuver,5001,26.0,True,,CORRECT_RECOVERY,True,,215.38319345251017,25.0
gap_horizon_1uav_maneuver,5001,27.0,True,,CORRECT_RECOVERY,True,,231.22276755556916,26.0
gap_horizon_1uav_maneuver,5001,28.0,True,,CORRECT_RECOVERY,True,,237.45092647176986,27.0
gap_horizon_1uav_maneuver,5001,29.0,True,,CORRECT_RECOVERY,True,,251.28556304919613,28.0
gap_horizon_1uav_maneuver,5001,2.0,True,,CORRECT_RECOVERY,True,,0.23836687088038602,1.0
gap_horizon_1uav_maneuver,5001,30.0,True,,CORRECT_RECOVERY,True,,256.13846794455355,29.0
gap_horizon_1uav_maneuver,5001,31.0,True,DELETED,NO_RECOVERY,True,,261.3524722828686,29.0
gap_horizon_1uav_maneuver,5001,32.0,True,DELETED,NO_RECOVERY,True,,258.64259838582586,29.0
gap_horizon_1uav_maneuver,5001,3.0,True,,CORRECT_RECOVERY,True,,1.027556394583392,2.0
gap_horizon_1uav_maneuver,5001,4.0,True,,CORRECT_RECOVERY,True,,0.6426814906052262,3.0
gap_horizon_1uav_maneuver,5001,5.0,True,,CORRECT_RECOVERY,True,,1.6438596247532051,4.0
gap_horizon_1uav_maneuver,5001,6.0,True,,CORRECT_RECOVERY,True,,4.849896392367057,5.0
gap_horizon_1uav_maneuver,5001,7.0,True,,CORRECT_RECOVERY,True,,3.127794878948924,6.0
gap_horizon_1uav_maneuver,5001,8.0,True,,CORRECT_RECOVERY,True,,4.101520808610549,7.0
gap_horizon_1uav_maneuver,5001,9.0,True,,CORRECT_RECOVERY,True,,6.082902618610593,8.0
gap_horizon_1uav_maneuver,5002,10.0,True,,CORRECT_RECOVERY,True,,8.439275847110776,9.0
gap_horizon_1uav_maneuver,5002,11.0,True,,CORRECT_RECOVERY,True,,16.108138869576738,10.0
gap_horizon_1uav_maneuver,5002,12.0,True,,CORRECT_RECOVERY,True,,19.20861929565116,11.0
gap_horizon_1uav_maneuver,5002,13.0,True,,CORRECT_RECOVERY,True,,29.349266019200822,12.0
gap_horizon_1uav_maneuver,5002,14.0,True,,CORRECT_RECOVERY,True,,35.21661282154887,13.0
gap_horizon_1uav_maneuver,5002,15.0,True,,CORRECT_RECOVERY,True,,44.3779736484866,14.0
gap_horizon_1uav_maneuver,5002,16.0,True,,CORRECT_RECOVERY,True,,53.478592432883346,15.0
gap_horizon_1uav_maneuver,5002,17.0,True,,CORRECT_RECOVERY,True,,68.17981803214275,16.0
gap_horizon_1uav_maneuver,5002,18.0,True,,CORRECT_RECOVERY,True,,83.53854381905657,17.0
gap_horizon_1uav_maneuver,5002,19.0,True,,CORRECT_RECOVERY,True,,95.78943456695926,18.0
gap_horizon_1uav_maneuver,5002,1.0,True,,CORRECT_RECOVERY,True,0.04414667136041508,,
gap_horizon_1uav_maneuver,5002,20.0,True,,CORRECT_RECOVERY,True,,113.21621400292958,19.0
gap_horizon_1uav_maneuver,5002,21.0,True,,CORRECT_RECOVERY,True,,126.56372899304404,20.0
gap_horizon_1uav_maneuver,5002,22.0,True,,CORRECT_RECOVERY,True,,145.30228291826543,21.0
gap_horizon_1uav_maneuver,5002,23.0,True,,CORRECT_RECOVERY,True,,167.8432604185393,22.0
gap_horizon_1uav_maneuver,5002,24.0,True,,CORRECT_RECOVERY,True,,186.22147636386774,23.0
gap_horizon_1uav_maneuver,5002,25.0,True,,CORRECT_RECOVERY,True,,199.32933601806093,24.0
gap_horizon_1uav_maneuver,5002,26.0,True,,CORRECT_RECOVERY,True,,214.64652572189615,25.0
gap_horizon_1uav_maneuver,5002,27.0,True,,CORRECT_RECOVERY,True,,230.94597832851633,26.0
gap_horizon_1uav_maneuver,5002,28.0,True,,CORRECT_RECOVERY,True,,219.97399404387957,27.0
gap_horizon_1uav_maneuver,5002,29.0,True,,CORRECT_RECOVERY,True,,252.49808779073194,28.0
gap_horizon_1uav_maneuver,5002,2.0,True,,CORRECT_RECOVERY,True,,0.39912172028973203,1.0
gap_horizon_1uav_maneuver,5002,30.0,True,,CORRECT_RECOVERY,True,,260.9691497700662,29.0
gap_horizon_1uav_maneuver,5002,31.0,True,DELETED,NO_RECOVERY,True,,245.72735808067418,29.0
gap_horizon_1uav_maneuver,5002,32.0,True,DELETED,NO_RECOVERY,True,,260.5624751364186,29.0
gap_horizon_1uav_maneuver,5002,3.0,True,,CORRECT_RECOVERY,True,,0.28208409289842534,2.0
gap_horizon_1uav_maneuver,5002,4.0,True,,CORRECT_RECOVERY,True,,1.5819637933963302,3.0
gap_horizon_1uav_maneuver,5002,5.0,True,,CORRECT_RECOVERY,True,,0.6019721078125285,4.0
gap_horizon_1uav_maneuver,5002,6.0,True,,CORRECT_RECOVERY,True,,3.2661504403989094,5.0
gap_horizon_1uav_maneuver,5002,7.0,True,,CORRECT_RECOVERY,True,,2.8873207523873967,6.0
gap_horizon_1uav_maneuver,5002,8.0,True,,CORRECT_RECOVERY,True,,5.4516561544090925,7.0
gap_horizon_1uav_maneuver,5002,9.0,True,,CORRECT_RECOVERY,True,,7.346505834415926,8.0
gap_horizon_1uav_maneuver,5003,10.0,True,,CORRECT_RECOVERY,True,,9.253702299639157,9.0
gap_horizon_1uav_maneuver,5003,11.0,True,,CORRECT_RECOVERY,True,,16.52241042714233,10.0
gap_horizon_1uav_maneuver,5003,12.0,True,,CORRECT_RECOVERY,True,,22.402895104472794,11.0
gap_horizon_1uav_maneuver,5003,13.0,True,,CORRECT_RECOVERY,True,,25.439949316217923,12.0
gap_horizon_1uav_maneuver,5003,14.0,True,,CORRECT_RECOVERY,True,,41.837179662423424,13.0
gap_horizon_1uav_maneuver,5003,15.0,True,,CORRECT_RECOVERY,True,,42.6991829073987,14.0
gap_horizon_1uav_maneuver,5003,16.0,True,,CORRECT_RECOVERY,True,,54.164011213379986,15.0
gap_horizon_1uav_maneuver,5003,17.0,True,,CORRECT_RECOVERY,True,,72.88498379095871,16.0
gap_horizon_1uav_maneuver,5003,18.0,True,,CORRECT_RECOVERY,True,,82.5743017406029,17.0
gap_horizon_1uav_maneuver,5003,19.0,True,,CORRECT_RECOVERY,True,,94.32763003452345,18.0
gap_horizon_1uav_maneuver,5003,1.0,True,,CORRECT_RECOVERY,True,0.30385202246115406,,
gap_horizon_1uav_maneuver,5003,20.0,True,,CORRECT_RECOVERY,True,,111.98348344762297,19.0
gap_horizon_1uav_maneuver,5003,21.0,True,,CORRECT_RECOVERY,True,,126.35082357886704,20.0
gap_horizon_1uav_maneuver,5003,22.0,True,,CORRECT_RECOVERY,True,,144.9826792079381,21.0
gap_horizon_1uav_maneuver,5003,23.0,True,,CORRECT_RECOVERY,True,,167.36823169917506,22.0
gap_horizon_1uav_maneuver,5003,24.0,True,,CORRECT_RECOVERY,True,,181.01558666006372,23.0
gap_horizon_1uav_maneuver,5003,25.0,True,,CORRECT_RECOVERY,True,,199.83366277718793,24.0
gap_horizon_1uav_maneuver,5003,26.0,True,,CORRECT_RECOVERY,True,,212.15264400994474,25.0
gap_horizon_1uav_maneuver,5003,27.0,True,,CORRECT_RECOVERY,True,,230.5737864156508,26.0
gap_horizon_1uav_maneuver,5003,28.0,True,,CORRECT_RECOVERY,True,,241.1407768623476,27.0
gap_horizon_1uav_maneuver,5003,29.0,True,,CORRECT_RECOVERY,True,,252.98131372189326,28.0
gap_horizon_1uav_maneuver,5003,2.0,True,,CORRECT_RECOVERY,True,,0.24643602867590572,1.0
gap_horizon_1uav_maneuver,5003,30.0,True,,CORRECT_RECOVERY,True,,260.64979210251363,29.0
gap_horizon_1uav_maneuver,5003,31.0,True,DELETED,NO_RECOVERY,True,,260.74236517061917,29.0
gap_horizon_1uav_maneuver,5003,32.0,True,DELETED,NO_RECOVERY,True,,259.6913931754942,29.0
gap_horizon_1uav_maneuver,5003,3.0,True,,CORRECT_RECOVERY,True,,0.20430170914327717,2.0
gap_horizon_1uav_maneuver,5003,4.0,True,,CORRECT_RECOVERY,True,,0.9028508548687173,3.0
gap_horizon_1uav_maneuver,5003,5.0,True,,CORRECT_RECOVERY,True,,0.6143507008262045,4.0
gap_horizon_1uav_maneuver,5003,6.0,True,,CORRECT_RECOVERY,True,,2.4925373350161113,5.0
gap_horizon_1uav_maneuver,5003,7.0,True,,CORRECT_RECOVERY,True,,2.979245057919716,6.0
gap_horizon_1uav_maneuver,5003,8.0,True,,CORRECT_RECOVERY,True,,9.152357560409202,7.0
gap_horizon_1uav_maneuver,5003,9.0,True,,CORRECT_RECOVERY,True,,4.7042382923898565,8.0
gap_horizon_1uav_maneuver,5004,10.0,True,,CORRECT_RECOVERY,True,,11.109649022102595,9.0
gap_horizon_1uav_maneuver,5004,11.0,True,,CORRECT_RECOVERY,True,,17.75634104803489,10.0
gap_horizon_1uav_maneuver,5004,12.0,True,,CORRECT_RECOVERY,True,,19.231059921738357,11.0
gap_horizon_1uav_maneuver,5004,13.0,True,,CORRECT_RECOVERY,True,,27.789070212499755,12.0
gap_horizon_1uav_maneuver,5004,14.0,True,,CORRECT_RECOVERY,True,,33.044787941629124,13.0
gap_horizon_1uav_maneuver,5004,15.0,True,,CORRECT_RECOVERY,True,,48.93704439413694,14.0
gap_horizon_1uav_maneuver,5004,16.0,True,,CORRECT_RECOVERY,True,,55.07522999658598,15.0
gap_horizon_1uav_maneuver,5004,17.0,True,,CORRECT_RECOVERY,True,,66.6767558313183,16.0
gap_horizon_1uav_maneuver,5004,18.0,True,,CORRECT_RECOVERY,True,,85.55321635216491,17.0
gap_horizon_1uav_maneuver,5004,19.0,True,,CORRECT_RECOVERY,True,,95.79648335566038,18.0
gap_horizon_1uav_maneuver,5004,1.0,True,,CORRECT_RECOVERY,True,0.31801992592851674,,
gap_horizon_1uav_maneuver,5004,20.0,True,,CORRECT_RECOVERY,True,,112.157926084192,19.0
gap_horizon_1uav_maneuver,5004,21.0,True,,CORRECT_RECOVERY,True,,130.5890314149872,20.0
gap_horizon_1uav_maneuver,5004,22.0,True,,CORRECT_RECOVERY,True,,147.4704578397223,21.0
gap_horizon_1uav_maneuver,5004,23.0,True,,CORRECT_RECOVERY,True,,167.42893563968215,22.0
gap_horizon_1uav_maneuver,5004,24.0,True,,CORRECT_RECOVERY,True,,178.9496704479597,23.0
gap_horizon_1uav_maneuver,5004,25.0,True,,CORRECT_RECOVERY,True,,193.60825431034525,24.0
gap_horizon_1uav_maneuver,5004,26.0,True,,CORRECT_RECOVERY,True,,212.5923051269085,25.0
gap_horizon_1uav_maneuver,5004,27.0,True,,CORRECT_RECOVERY,True,,223.97325791493722,26.0
gap_horizon_1uav_maneuver,5004,28.0,True,,CORRECT_RECOVERY,True,,239.33465718555598,27.0
gap_horizon_1uav_maneuver,5004,29.0,True,,CORRECT_RECOVERY,True,,252.28317097884545,28.0
gap_horizon_1uav_maneuver,5004,2.0,True,,CORRECT_RECOVERY,True,,0.18082814390539742,1.0
gap_horizon_1uav_maneuver,5004,30.0,True,,CORRECT_RECOVERY,True,,256.7741664054985,29.0
gap_horizon_1uav_maneuver,5004,31.0,True,DELETED,NO_RECOVERY,True,,253.56180534494604,29.0
gap_horizon_1uav_maneuver,5004,32.0,True,DELETED,NO_RECOVERY,True,,255.0868013178292,29.0
gap_horizon_1uav_maneuver,5004,3.0,True,,CORRECT_RECOVERY,True,,0.6104742795234829,2.0
gap_horizon_1uav_maneuver,5004,4.0,True,,CORRECT_RECOVERY,True,,1.4837622305909353,3.0
gap_horizon_1uav_maneuver,5004,5.0,True,,CORRECT_RECOVERY,True,,2.1349735473581766,4.0
gap_horizon_1uav_maneuver,5004,6.0,True,,CORRECT_RECOVERY,True,,2.618044099876311,5.0
gap_horizon_1uav_maneuver,5004,7.0,True,,CORRECT_RECOVERY,True,,2.77350603204009,6.0
gap_horizon_1uav_maneuver,5004,8.0,True,,CORRECT_RECOVERY,True,,3.971926029640581,7.0
gap_horizon_1uav_maneuver,5004,9.0,True,,CORRECT_RECOVERY,True,,8.107831051915195,8.0
gap_horizon_1uav_maneuver,5005,10.0,True,,CORRECT_RECOVERY,True,,10.292482387119584,9.0
gap_horizon_1uav_maneuver,5005,11.0,True,,CORRECT_RECOVERY,True,,14.693395778603334,10.0
gap_horizon_1uav_maneuver,5005,12.0,True,,CORRECT_RECOVERY,True,,23.40166629226878,11.0
gap_horizon_1uav_maneuver,5005,13.0,True,,CORRECT_RECOVERY,True,,27.078060351781748,12.0
gap_horizon_1uav_maneuver,5005,14.0,True,,CORRECT_RECOVERY,True,,34.60268096642911,13.0
gap_horizon_1uav_maneuver,5005,15.0,True,,CORRECT_RECOVERY,True,,43.529639642355754,14.0
gap_horizon_1uav_maneuver,5005,16.0,True,,CORRECT_RECOVERY,True,,54.488098905096,15.0
gap_horizon_1uav_maneuver,5005,17.0,True,,CORRECT_RECOVERY,True,,70.25580456883579,16.0
gap_horizon_1uav_maneuver,5005,18.0,True,,CORRECT_RECOVERY,True,,81.6061291649289,17.0
gap_horizon_1uav_maneuver,5005,19.0,True,,CORRECT_RECOVERY,True,,96.80911894616713,18.0
gap_horizon_1uav_maneuver,5005,1.0,True,,CORRECT_RECOVERY,True,0.1370777695275185,,
gap_horizon_1uav_maneuver,5005,20.0,True,,CORRECT_RECOVERY,True,,115.09843386965268,19.0
gap_horizon_1uav_maneuver,5005,21.0,True,,CORRECT_RECOVERY,True,,133.7044867741264,20.0
gap_horizon_1uav_maneuver,5005,22.0,True,,CORRECT_RECOVERY,True,,148.88322169452954,21.0
gap_horizon_1uav_maneuver,5005,23.0,True,,CORRECT_RECOVERY,True,,168.03156503217804,22.0
gap_horizon_1uav_maneuver,5005,24.0,True,,CORRECT_RECOVERY,True,,174.64326469049394,23.0
gap_horizon_1uav_maneuver,5005,25.0,True,,CORRECT_RECOVERY,True,,200.76260642910435,24.0
gap_horizon_1uav_maneuver,5005,26.0,True,,CORRECT_RECOVERY,True,,208.57875939892222,25.0
gap_horizon_1uav_maneuver,5005,27.0,True,,CORRECT_RECOVERY,True,,229.91762032378213,26.0
gap_horizon_1uav_maneuver,5005,28.0,True,,CORRECT_RECOVERY,True,,231.92969836252615,27.0
gap_horizon_1uav_maneuver,5005,29.0,True,,CORRECT_RECOVERY,True,,250.28577373864093,28.0
gap_horizon_1uav_maneuver,5005,2.0,True,,CORRECT_RECOVERY,True,,0.3611113618201603,1.0
gap_horizon_1uav_maneuver,5005,30.0,True,,CORRECT_RECOVERY,True,,255.79058776083346,29.0
gap_horizon_1uav_maneuver,5005,31.0,True,DELETED,NO_RECOVERY,True,,260.2182249948597,29.0
gap_horizon_1uav_maneuver,5005,32.0,True,DELETED,NO_RECOVERY,True,,260.99830074792175,29.0
gap_horizon_1uav_maneuver,5005,3.0,True,,CORRECT_RECOVERY,True,,0.2918867581221224,2.0
gap_horizon_1uav_maneuver,5005,4.0,True,,CORRECT_RECOVERY,True,,1.1102943315486067,3.0
gap_horizon_1uav_maneuver,5005,5.0,True,,CORRECT_RECOVERY,True,,1.5286999012226934,4.0
gap_horizon_1uav_maneuver,5005,6.0,True,,CORRECT_RECOVERY,True,,1.3438638758743815,5.0
gap_horizon_1uav_maneuver,5005,7.0,True,,CORRECT_RECOVERY,True,,2.3112577297868526,6.0
gap_horizon_1uav_maneuver,5005,8.0,True,,CORRECT_RECOVERY,True,,6.967591867314849,7.0
gap_horizon_1uav_maneuver,5005,9.0,True,,CORRECT_RECOVERY,True,,6.177149820936563,8.0
gap_horizon_1uav_maneuver,5006,10.0,True,,CORRECT_RECOVERY,True,,9.276533399172369,9.0
gap_horizon_1uav_maneuver,5006,11.0,True,,CORRECT_RECOVERY,True,,14.945282480949512,10.0
gap_horizon_1uav_maneuver,5006,12.0,True,,CORRECT_RECOVERY,True,,20.023578164901156,11.0
gap_horizon_1uav_maneuver,5006,13.0,True,,CORRECT_RECOVERY,True,,28.73165618206368,12.0
gap_horizon_1uav_maneuver,5006,14.0,True,,CORRECT_RECOVERY,True,,38.31328310189953,13.0
gap_horizon_1uav_maneuver,5006,15.0,True,,CORRECT_RECOVERY,True,,45.31459727153605,14.0
gap_horizon_1uav_maneuver,5006,16.0,True,,CORRECT_RECOVERY,True,,57.543419860561706,15.0
gap_horizon_1uav_maneuver,5006,17.0,True,,CORRECT_RECOVERY,True,,69.96235989487545,16.0
gap_horizon_1uav_maneuver,5006,18.0,True,,CORRECT_RECOVERY,True,,80.40430645435838,17.0
gap_horizon_1uav_maneuver,5006,19.0,True,,CORRECT_RECOVERY,True,,96.4229783639337,18.0
gap_horizon_1uav_maneuver,5006,1.0,True,,CORRECT_RECOVERY,True,0.5178682132413673,,
gap_horizon_1uav_maneuver,5006,20.0,True,,CORRECT_RECOVERY,True,,110.45589820347331,19.0
gap_horizon_1uav_maneuver,5006,21.0,True,,CORRECT_RECOVERY,True,,127.86645591139579,20.0
gap_horizon_1uav_maneuver,5006,22.0,True,,CORRECT_RECOVERY,True,,147.83424555243525,21.0
gap_horizon_1uav_maneuver,5006,23.0,True,,CORRECT_RECOVERY,True,,163.97092713652358,22.0
gap_horizon_1uav_maneuver,5006,24.0,True,,CORRECT_RECOVERY,True,,183.4928518810412,23.0
gap_horizon_1uav_maneuver,5006,25.0,True,,CORRECT_RECOVERY,True,,202.62744487170716,24.0
gap_horizon_1uav_maneuver,5006,26.0,True,,CORRECT_RECOVERY,True,,188.73793047960837,25.0
gap_horizon_1uav_maneuver,5006,27.0,True,,CORRECT_RECOVERY,True,,225.58908417813893,26.0
gap_horizon_1uav_maneuver,5006,28.0,True,,CORRECT_RECOVERY,True,,243.22207507809722,27.0
gap_horizon_1uav_maneuver,5006,29.0,True,,CORRECT_RECOVERY,True,,251.31551138934537,28.0
gap_horizon_1uav_maneuver,5006,2.0,True,,CORRECT_RECOVERY,True,,0.5299091183176612,1.0
gap_horizon_1uav_maneuver,5006,30.0,True,,CORRECT_RECOVERY,True,,256.3559892749392,29.0
gap_horizon_1uav_maneuver,5006,31.0,True,DELETED,NO_RECOVERY,True,,258.25545314784426,29.0
gap_horizon_1uav_maneuver,5006,32.0,True,DELETED,NO_RECOVERY,True,,258.8095631852544,29.0
gap_horizon_1uav_maneuver,5006,3.0,True,,CORRECT_RECOVERY,True,,0.1355652868203617,2.0
gap_horizon_1uav_maneuver,5006,4.0,True,,CORRECT_RECOVERY,True,,2.863434649744515,3.0
gap_horizon_1uav_maneuver,5006,5.0,True,,CORRECT_RECOVERY,True,,1.0874756085779285,4.0
gap_horizon_1uav_maneuver,5006,6.0,True,,CORRECT_RECOVERY,True,,2.129195467010327,5.0
gap_horizon_1uav_maneuver,5006,7.0,True,,CORRECT_RECOVERY,True,,2.9492397132137844,6.0
gap_horizon_1uav_maneuver,5006,8.0,True,,CORRECT_RECOVERY,True,,5.076177968157876,7.0
gap_horizon_1uav_maneuver,5006,9.0,True,,CORRECT_RECOVERY,True,,6.8887966451741,8.0
gap_horizon_1uav_maneuver,5007,10.0,True,,CORRECT_RECOVERY,True,,9.32273458872774,9.0
gap_horizon_1uav_maneuver,5007,11.0,True,,CORRECT_RECOVERY,True,,12.422027554085478,10.0
gap_horizon_1uav_maneuver,5007,12.0,True,,CORRECT_RECOVERY,True,,18.25912497006193,11.0
gap_horizon_1uav_maneuver,5007,13.0,True,,CORRECT_RECOVERY,True,,26.61504533583451,12.0
gap_horizon_1uav_maneuver,5007,14.0,True,,CORRECT_RECOVERY,True,,37.24345700574313,13.0
gap_horizon_1uav_maneuver,5007,15.0,True,,CORRECT_RECOVERY,True,,44.67458944895818,14.0
gap_horizon_1uav_maneuver,5007,16.0,True,,CORRECT_RECOVERY,True,,53.46505595652254,15.0
gap_horizon_1uav_maneuver,5007,17.0,True,,CORRECT_RECOVERY,True,,66.41098535298626,16.0
gap_horizon_1uav_maneuver,5007,18.0,True,,CORRECT_RECOVERY,True,,80.85364923352536,17.0
gap_horizon_1uav_maneuver,5007,19.0,True,,CORRECT_RECOVERY,True,,97.147001098518,18.0
gap_horizon_1uav_maneuver,5007,1.0,True,,CORRECT_RECOVERY,True,0.19061995252093983,,
gap_horizon_1uav_maneuver,5007,20.0,True,,CORRECT_RECOVERY,True,,113.26638237352415,19.0
gap_horizon_1uav_maneuver,5007,21.0,True,,CORRECT_RECOVERY,True,,128.4277754915161,20.0
gap_horizon_1uav_maneuver,5007,22.0,True,,CORRECT_RECOVERY,True,,143.1721970613532,21.0
gap_horizon_1uav_maneuver,5007,23.0,True,,CORRECT_RECOVERY,True,,165.2325531262953,22.0
gap_horizon_1uav_maneuver,5007,24.0,True,,CORRECT_RECOVERY,True,,184.12158728138905,23.0
gap_horizon_1uav_maneuver,5007,25.0,True,,CORRECT_RECOVERY,True,,198.01115237654915,24.0
gap_horizon_1uav_maneuver,5007,26.0,True,,CORRECT_RECOVERY,True,,215.18711015861024,25.0
gap_horizon_1uav_maneuver,5007,27.0,True,,CORRECT_RECOVERY,True,,229.66618720587144,26.0
gap_horizon_1uav_maneuver,5007,28.0,True,,CORRECT_RECOVERY,True,,242.07590050119143,27.0
gap_horizon_1uav_maneuver,5007,29.0,True,,CORRECT_RECOVERY,True,,251.92014888825244,28.0
gap_horizon_1uav_maneuver,5007,2.0,True,,CORRECT_RECOVERY,True,,0.11852378895703287,1.0
gap_horizon_1uav_maneuver,5007,30.0,True,,CORRECT_RECOVERY,True,,260.946018310864,29.0
gap_horizon_1uav_maneuver,5007,31.0,True,DELETED,NO_RECOVERY,True,,255.8711690422492,29.0
gap_horizon_1uav_maneuver,5007,32.0,True,DELETED,NO_RECOVERY,True,,257.03661046820264,29.0
gap_horizon_1uav_maneuver,5007,3.0,True,,CORRECT_RECOVERY,True,,0.41261639736075983,2.0
gap_horizon_1uav_maneuver,5007,4.0,True,,CORRECT_RECOVERY,True,,0.5367739464578223,3.0
gap_horizon_1uav_maneuver,5007,5.0,True,,CORRECT_RECOVERY,True,,2.544796538414112,4.0
gap_horizon_1uav_maneuver,5007,6.0,True,,CORRECT_RECOVERY,True,,2.5491429249118043,5.0
gap_horizon_1uav_maneuver,5007,7.0,True,,CORRECT_RECOVERY,True,,2.375876122384832,6.0
gap_horizon_1uav_maneuver,5007,8.0,True,,CORRECT_RECOVERY,True,,5.57402435180804,7.0
gap_horizon_1uav_maneuver,5007,9.0,True,,CORRECT_RECOVERY,True,,5.439764671927252,8.0
gap_horizon_1uav_maneuver,5008,10.0,True,,CORRECT_RECOVERY,True,,9.49697751358686,9.0
gap_horizon_1uav_maneuver,5008,11.0,True,,CORRECT_RECOVERY,True,,17.230607887289864,10.0
gap_horizon_1uav_maneuver,5008,12.0,True,,CORRECT_RECOVERY,True,,21.658997031786175,11.0
gap_horizon_1uav_maneuver,5008,13.0,True,,CORRECT_RECOVERY,True,,27.688955843558283,12.0
gap_horizon_1uav_maneuver,5008,14.0,True,,CORRECT_RECOVERY,True,,33.12046926279197,13.0
gap_horizon_1uav_maneuver,5008,15.0,True,,CORRECT_RECOVERY,True,,44.04083929560726,14.0
gap_horizon_1uav_maneuver,5008,16.0,True,,CORRECT_RECOVERY,True,,55.95889707367677,15.0
gap_horizon_1uav_maneuver,5008,17.0,True,,CORRECT_RECOVERY,True,,66.21596261691187,16.0
gap_horizon_1uav_maneuver,5008,18.0,True,,CORRECT_RECOVERY,True,,81.63010566155218,17.0
gap_horizon_1uav_maneuver,5008,19.0,True,,CORRECT_RECOVERY,True,,98.14488184729808,18.0
gap_horizon_1uav_maneuver,5008,1.0,True,,CORRECT_RECOVERY,True,0.10891188124572056,,
gap_horizon_1uav_maneuver,5008,20.0,True,,CORRECT_RECOVERY,True,,112.12133250488576,19.0
gap_horizon_1uav_maneuver,5008,21.0,True,,CORRECT_RECOVERY,True,,131.85694424307619,20.0
gap_horizon_1uav_maneuver,5008,22.0,True,,CORRECT_RECOVERY,True,,148.5963408646787,21.0
gap_horizon_1uav_maneuver,5008,23.0,True,,CORRECT_RECOVERY,True,,167.92743423970276,22.0
gap_horizon_1uav_maneuver,5008,24.0,True,,CORRECT_RECOVERY,True,,177.69736101900048,23.0
gap_horizon_1uav_maneuver,5008,25.0,True,,CORRECT_RECOVERY,True,,196.41822758151224,24.0
gap_horizon_1uav_maneuver,5008,26.0,True,,CORRECT_RECOVERY,True,,217.00856420060015,25.0
gap_horizon_1uav_maneuver,5008,27.0,True,,CORRECT_RECOVERY,True,,229.04693452232743,26.0
gap_horizon_1uav_maneuver,5008,28.0,True,,CORRECT_RECOVERY,True,,242.15921160624484,27.0
gap_horizon_1uav_maneuver,5008,29.0,True,,CORRECT_RECOVERY,True,,252.9739833903638,28.0
gap_horizon_1uav_maneuver,5008,2.0,True,,CORRECT_RECOVERY,True,,0.5241314768286208,1.0
gap_horizon_1uav_maneuver,5008,30.0,True,,CORRECT_RECOVERY,True,,260.14622352735404,29.0
gap_horizon_1uav_maneuver,5008,31.0,True,DELETED,NO_RECOVERY,True,,258.3046387336775,29.0
gap_horizon_1uav_maneuver,5008,32.0,True,DELETED,NO_RECOVERY,True,,261.27095747309625,29.0
gap_horizon_1uav_maneuver,5008,3.0,True,,CORRECT_RECOVERY,True,,1.0541061928706164,2.0
gap_horizon_1uav_maneuver,5008,4.0,True,,CORRECT_RECOVERY,True,,0.74052356350289,3.0
gap_horizon_1uav_maneuver,5008,5.0,True,,CORRECT_RECOVERY,True,,2.1676868065329074,4.0
gap_horizon_1uav_maneuver,5008,6.0,True,,CORRECT_RECOVERY,True,,2.0357471928509225,5.0
gap_horizon_1uav_maneuver,5008,7.0,True,,CORRECT_RECOVERY,True,,4.020112028101403,6.0
gap_horizon_1uav_maneuver,5008,8.0,True,,CORRECT_RECOVERY,True,,4.477147684672863,7.0
gap_horizon_1uav_maneuver,5008,9.0,True,,CORRECT_RECOVERY,True,,7.540219540653723,8.0
gap_horizon_1uav_maneuver,5009,10.0,True,,CORRECT_RECOVERY,True,,10.469969063293556,9.0
