scenario,seed,association_mode,config_hash,run_status,geometry_scale_factor_s,derived_range_min_m,derived_range_max_m,derived_nominal_altitude_m,calibration_domain_violation,num_real_targets,num_global_tracks_created,association_accuracy,num_identity_switch_events,has_identity_switch,epoch_level_identity_switches_total,has_epoch_level_identity_switch,same_timestamp_disagreement_occurred,fragmentation_events_total,excess_global_tracks_total,position_rmse_update_m,position_rmse_coasting_m,position_rmse_overall_m,velocity_rmse_update_mps,velocity_rmse_coasting_mps,velocity_rmse_overall_mps,num_samples_update,num_samples_coasting,track_availability_any_active_mean,track_availability_confirmed_mean,mean_nees_6d,mean_nis,num_nis_samples,drop_rate
geometry_inline,3006,position_only,dc2328da,completed,0.6923984912250535,74.57359974916373,95.0,69.23984912250535,False,1,1,1.0,0,False,0,False,False,0,0,0.11454032656749967,0.11465649978431273,0.11461771414748129,0.15749100057848378,0.1575972006433918,0.15756174063653888,348,694,1.0,0.9942528735632183,3.5217989288794245,5.578778445445597,347,0.0
geometry_inline,3006,full_state,3e628eda,completed,0.6923984912250535,74.57359974916373,95.0,69.23984912250535,False,1,1,1.0,0,False,0,False,False,0,0,0.11447836765694164,0.11459436415701584,0.11455563750609034,0.15710803062949485,0.15719307616188222,0.15716467835760572,348,694,1.0,0.9942528735632183,3.5144910538410405,5.580173722643912,347,0.0
geometry_inline,3007,position_only,dc2328da,completed,0.6923984912250535,74.57359974916373,95.0,69.23984912250535,False,1,1,1.0,0,False,0,False,False,0,0,0.11209109383821914,0.1121852778322924,0.11215383170569836,0.1607224888704433,0.16072901941917792,0.16072683842089658,348,694,1.0,0.9942528735632183,3.410451841135198,5.795482811235224,347,0.0
geometry_inline,3007,full_state,3e628eda,completed,0.6923984912250535,74.57359974916373,95.0,69.23984912250535,False,1,1,1.0,0,False,0,False,False,0,0,0.11209197892465614,0.11218616711213321,0.11215471958576866,0.16057527265894944,0.16058138213876516,0.16057934176252886,348,694,1.0,0.9942528735632183,3.410338966251277,5.7744502247770395,347,0.0
geometry_inline,3008,position_only,dc2328da,completed,0.6923984912250535,74.57359974916373,95.0,69.23984912250535,False,1,1,1.0,0,False,0,False,False,0,0,0.1817146312627988,0.18194699338217887,0.18186942369570933,0.1554974964916901,0.15521350340264867,0.1553084072186749,348,694,1.0,0.9942528735632183,4.792923360107053,5.506006247416814,347,0.0
geometry_inline,3008,full_state,3e628eda,completed,0.6923984912250535,74.57359974916373,95.0,69.23984912250535,False,1,1,1.0,0,False,0,False,False,0,0,0.18169977671580834,0.18193211765286021,0.18185455503739864,0.15541289173291767,0.155128481037298,0.15522352452435775,348,694,1.0,0.9942528735632183,4.793904988021413,5.505642541100523,347,0.0
geometry_inline,3009,position_only,dc2328da,completed,0.6923984912250535,74.57359974916373,95.0,69.23984912250535,False,1,1,1.0,0,False,0,False,False,0,0,0.12868389692828477,0.12877172907712842,0.12874240216395139,0.16591494285813363,0.16605967876998054,0.16601135489889485,348,694,1.0,0.9942528735632183,4.637074670172478,5.797665260745131,347,0.0
geometry_inline,3009,full_state,3e628eda,completed,0.6923984912250535,74.57359974916373,95.0,69.23984912250535,False,1,1,1.0,0,False,0,False,False,0,0,0.12868389692828477,0.12877172907712842,0.12874240216395139,0.16591494285813363,0.16605967876998054,0.16601135489889485,348,694,1.0,0.9942528735632183,4.637074670172478,5.797665260745131,347,0.0
geometry_inline,3010,position_only,dc2328da,completed,0.6923984912250535,74.57359974916373,95.0,69.23984912250535,False,1,1,1.0,0,False,0,False,False,0,0,0.11098451304472412,0.11082448647779564,0.11087795673794709,0.156055575529127,0.155935388674434,0.15597553815415852,348,694,1.0,0.9942528735632183,3.2153697762419102,5.466652370662658,347,0.0
geometry_inline,3010,full_state,3e628eda,completed,0.6923984912250535,74.57359974916373,95.0,69.23984912250535,False,1,1,1.0,0,False,0,False,False,0,0,0.11098833379735042,0.11082778156742083,0.11088142755311256,0.15608311311633521,0.15597290092306904,0.15600971749332693,348,694,1.0,0.9942528735632183,3.2152140282536226,5.493094750160032,347,0.0
geometry_flanking,3001,position_only,dc2328da,completed,0.7080881928749334,76.2634323323512,95.0,70.80881928749334,False,1,1,1.0,0,False,0,False,False,0,0,0.05705738167744768,0.05685968540982262,0.05692578701005112,0.17244317497163283,0.1723706164161459,0.17239485242038646,348,694,1.0,0.9942528735632183,3.5850350009924616,5.548992843336419,347,0.0
geometry_flanking,3001,full_state,3e628eda,completed,0.7080881928749334,76.2634323323512,95.0,70.80881928749334,False,1,1,1.0,0,False,0,False,False,0,0,0.05704554412925933,0.056847771232863234,0.056913898500211384,0.17203078524816187,0.1719568579470632,0.1719815512133814,348,694,1.0,0.9942528735632183,3.579148112269186,5.52473422957884,347,0.0
geometry_flanking,3002,position_only,dc2328da,completed,0.7080881928749334,76.2634323323512,95.0,70.80881928749334,False,1,1,1.0,0,False,0,False,False,0,0,0.07578195358655439,0.07515166714715701,0.07536275214647803,0.17840115802601914,0.17842054559703863,0.17841407090359943,348,694,1.0,0.9942528735632183,5.294777115659573,5.811094240909223,347,0.0
geometry_flanking,3002,full_state,3e628eda,completed,0.7080881928749334,76.2634323323512,95.0,70.80881928749334,False,1,1,1.0,0,False,0,False,False,0,0,0.07578757384050995,0.07515726866290347,0.07536835991151855,0.17840655787260803,0.17842593052551792,0.1784194608139589,348,694,1.0,0.9942528735632183,5.3015732066034005,5.804327766971664,347,0.0
geometry_flanking,3003,position_only,dc2328da,completed,0.7080881928749334,76.2634323323512,95.0,70.80881928749334,False,1,1,1.0,0,False,0,False,False,0,0,0.07458780370350347,0.07456336754183811,0.07457150600127656,0.1655477206571195,0.16541441707406349,0.16545882088556024,347,695,1.0,0.9913793103448276,5.084011721549002,5.54245824528987,346,0.0
geometry_flanking,3003,full_state,3e628eda,completed,0.7080881928749334,76.2634323323512,95.0,70.80881928749334,False,1,1,1.0,0,False,0,False,False,0,0,0.07451497108889578,0.07458243068998588,0.07455990778416902,0.1654060118648837,0.16541116560989363,0.16540944441540775,348,694,1.0,0.9942528735632183,5.090521111451423,5.577715335270114,347,0.0
